sex,age,reason,c_birth,time\geo	BE 	DE 	IE 	EL 	ES 	FR 	IT 	CY 	LT 	LU 	NL 	AT 	PT 	SE 	UK 	NO 	CH 
T,Y15-64,FAM,NEU_HDI_M,2008	60 	: 	23 	17 	32 	51 	31 	11 	: c	55 	52 	41 	36 	47 	37 	42 	44 
T,Y15-64,FAM,NEU_NHDI,2008	: 	: 	: u	: 	: c	: 	26 u	: c	: 	: u	18 	37 u	: c	: u	25 	29 u	: u
T,Y15-64,FAM,NRP,2008	: 	44 	: 	: c	: 	: u	: 	: 	: 	: 	: u	: 	: 	35 	: 	60 u	: 
T,Y15-64,INTPRO,EU27_FOR,2008	: u	: 	0 u	: u	: c	: u	: c	: c	: 	3 	: u	6 	: 	4 	: u	: c	1 u
T,Y15-64,INTPRO,FOR,2008	9 	14 	2 	7 	0 	4 	0 	5 	: 	4 	13 	12 	: u	25 	6 	18 	4 
T,Y15-64,INTPRO,NEU_HDI_H,2008	21 	: 	4 	9 	0 u	5 u	: u	6 	: 	11 u	16 	14 	: 	31 	7 	21 	8 
T,Y15-64,INTPRO,NEU_HDI_L,2008	31 	: 	27 	: u	: c	: u	2 u	22 u	: 	: c	53 	48 	: u	38 	11 	25 	20 
T,Y15-64,INTPRO,NEU_HDI_M,2008	: u	: 	: u	: u	: c	: u	: u	8 u	: 	: c	8 	: u	: c	39 	5 	28 	5 u
T,Y15-64,INTPRO,NEU_NHDI,2008	: c	: 	: u	: 	: c	: 	: 	: 	: 	: u	11 	30 u	: 	58 u	46 	57 	: u
T,Y15-64,INTPRO,NRP,2008	: 	14 	: 	: u	: 	: c	: 	: 	: 	: 	: c	: 	: 	39 	: 	: 	: 
T,Y15-64,OTH,EU27_FOR,2008	18 	: 	16 	13 	18 	14 	3 	16 	: u	13 	17 	11 	16 	16 	10 	7 u	15 
T,Y15-64,OTH,FOR,2008	13 	15 	15 	8 	10 	9 	3 	8 	37 u	14 	14 	6 	13 	11 	12 	11 	14 
T,Y15-64,OTH,NEU_HDI_H,2008	8 	: 	15 	7 	8 	8 u	4 	4 u	37 u	13 u	10 	3 	6 	8 	15 	13 	13 
T,Y15-64,OTH,NEU_HDI_L,2008	13 u	: 	12 	: c	4 u	: u	: u	: c	: 	22 u	10 	: c	24 	: u	12 	: u	12 u
T,Y15-64,OTH,NEU_HDI_M,2008	5 u	: 	7 	7 u	4 	: u	2 	: u	: c	: u	16 	: u	: u	7 u	10 	22 	8 u
T,Y15-64,OTH,NEU_NHDI,2008	: 	: 	: c	: 	: 	: 	: c	: 	: c	: c	16 	: c	: c	: c	14 u	: u	: 
T,Y15-64,OTH,NRP,2008	: 	15 	: 	: u	: 	: 	: 	: 	: 	: 	: c	: 	: 	10 u	: 	: c	: 
T,Y15-64,WRK_JOB,EU27_FOR,2008	21 	: 	16 	5 	11 	13 u	15 	21 	: c	38 	18 	17 	: u	19 	22 	14 	37 
T,Y15-64,WRK_JOB,FOR,2008	12 	13 	18 	5 	11 	7 	14 	31 	21 u	35 	8 	9 	8 	9 	15 	6 	26 
T,Y15-64,WRK_JOB,NEU_HDI_H,2008	7 	: 	21 	5 	11 	6 u	12 	28 	22 u	20 	7 	5 	12 	4 	12 	: u	13 
T,Y15-64,WRK_JOB,NEU_HDI_L,2008	: u	: 	10 	10 u	8 	: u	14 	: c	: 	: u	: u	: 	: u	: c	4 	: u	11 u
T,Y15-64,WRK_JOB,NEU_HDI_M,2008	5 u	: 	31 	9 u	9 	: u	15 	65 	: 	: u	5 	11 u	11 	: u	18 	: u	21 
T,Y15-64,WRK_JOB,NEU_NHDI,2008	: c	: 	: c	: 	: 	: 	: u	: 	: c	: c	: u	: c	: 	: 	: c	: c	: c
T,Y15-64,WRK_JOB,NRP,2008	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	9 u	: 	: u	: c
T,Y15-64,WRK_NJOB,EU27_FOR,2008	11 	: 	41 	47 	42 	26 	41 	21 	: c	9 	6 	18 	28 	10 	34 	13 	14 
T,Y15-64,WRK_NJOB,FOR,2008	12 	8 	34 	57 	46 	19 	45 	22 	: u	9 	8 	24 	33 	5 	17 	7 	14 
T,Y15-64,WRK_NJOB,NEU_HDI_H,2008	11 	: 	18 	58 	46 	17 	44 	33 	: u	: u	6 	31 	44 	3 u	9 	3 u	17 
T,Y15-64,WRK_NJOB,NEU_HDI_L,2008	: u	: 	10 	71 	55 	16 u	52 	12 u	: 	: c	5 u	23 u	21 	: c	8 	: u	8 u
T,Y15-64,WRK_NJOB,NEU_HDI_M,2008	20 	: 	14 	63 	51 	15 u	49 	10 	: c	18 u	10 	16 u	35 	: u	10 	: u	8 u
T,Y15-64,WRK_NJOB,NEU_NHDI,2008	: 	: 	: c	: 	: 	: 	65 	: 	: 	: 	14 	: u	: 	: 	: c	: u	: 
T,Y15-64,WRK_NJOB,NRP,2008	: 	8 	: 	55 u	: 	: c	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
T,Y15-74,EDUC,EU27_FOR,2008	5 	: 	4 	9 	2 	: u	4 	: c	: 	: u	8 	13 	: u	7 	16 	3 u	5 
T,Y15-74,EDUC,FOR,2008	7 	6 	8 	2 	3 	12 	3 	5 	: u	1 u	8 	9 	4 	5 	19 	5 	6 
T,Y15-74,EDUC,NEU_HDI_H,2008	8 	: 	15 	: u	4 	10 	3 	3 u	: u	: c	3 	5 	: u	3 	25 	9 	5 
T,Y15-74,EDUC,NEU_HDI_L,2008	18 	: 	19 	: c	4 u	24 	4 	53 	: 	: c	3 u	: u	: u	: u	18 	: u	10 u
T,Y15-74,EDUC,NEU_HDI_M,2008	7 	: 	24 	: 	3 	18 	2 	5 u	: 	: 	8 	17 u	: u	: u	20 	: u	15 
T,Y15-74,EDUC,NEU_NHDI,2008	: c	: 	: c	: 	: c	: 	: c	: 	: 	: c	38 	: u	: 	: 	: u	: 	: c
T,Y15-74,EDUC,NRP,2008	: 	6 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
T,Y15-74,FAM,EU27_FOR,2008	45 	: 	24 	25 	26 	40 	38 	38 	: u	38 	51 	36 	48 	43 	18 	62 	28 
T,Y15-74,FAM,FOR,2008	46 	42 	24 	21 	30 	46 	35 	28 	31 u	39 	48 	39 	40 	46 	31 	55 	34 
T,Y15-74,FAM,NEU_HDI_H,2008	44 	: 	28 	21 	31 	49 	37 	26 	30 u	49 	57 	42 	37 	50 	31 	52 	43 
T,Y15-74,FAM,NEU_HDI_L,2008	31 	: 	22 	14 u	26 	42 	28 	8 u	: 	29 u	27 	: u	42 	45 	45 	63 	39 
T,Y15-74,FAM,NEU_HDI_M,2008	59 	: 	23 	18 	32 	50 	31 	13 	: u	54 	49 	40 	38 	47 	37 	41 	44 
T,Y15-74,FAM,NEU_NHDI,2008	: 	: 	: u	: 	: c	: 	26 u	: c	: 	: u	20 	36 u	: c	: u	25 	29 u	: u
T,Y15-74,FAM,NRP,2008	: 	42 	: 	: c	: 	: u	: 	: 	: 	: 	: u	: 	: 	43 	: 	60 u	: c
T,Y15-74,INTPRO,EU27_FOR,2008	1 u	: 	0 u	: u	: c	: u	: c	: c	: 	3 	1 u	6 	: 	4 	: u	: c	1 u
T,Y15-74,INTPRO,FOR,2008	8 	14 	2 	7 	0 	4 	0 	5 	: c	4 	12 	12 	: u	23 	6 	15 	4 
T,Y15-74,INTPRO,NEU_HDI_H,2008	20 	: 	4 	9 	0 u	6 u	: u	6 	: c	11 u	16 	14 	: 	30 	7 	20 	8 
T,Y15-74,INTPRO,NEU_HDI_L,2008	30 	: 	26 	: u	: c	: u	2 u	21 u	: 	: c	53 	48 	: u	39 	11 	24 	20 
T,Y15-74,INTPRO,NEU_HDI_M,2008	: u	: 	: u	: u	: c	: u	: u	8 u	: 	: c	8 	: u	: c	39 	5 	27 	5 u
T,Y15-74,INTPRO,NEU_NHDI,2008	: c	: 	: u	: 	: c	: 	: c	: 	: 	: u	10 	30 u	: 	58 u	46 	57 	: u
T,Y15-74,INTPRO,NRP,2008	: 	14 	: 	: u	: 	: c	: 	: 	: 	: 	: c	: 	: 	34 	: 	: 	: 
T,Y15-74,OTH,EU27_FOR,2008	17 	: 	17 	13 	22 	16 	4 	22 	: u	13 	17 	12 	17 	18 	10 	9 	16 
T,Y15-74,OTH,FOR,2008	12 	15 	16 	8 	11 	12 	4 	11 	40 	14 	15 	7 	14 	11 	12 	12 	14 
T,Y15-74,OTH,NEU_HDI_H,2008	8 	: 	15 	7 	9 	12 	5 	4 u	41 	13 u	10 	3 	6 	9 	16 	13 	13 
T,Y15-74,OTH,NEU_HDI_L,2008	14 	: 	13 	: c	4 u	9 u	: u	: c	: 	22 u	10 	: c	24 	: u	12 	: u	12 u
T,Y15-74,OTH,NEU_HDI_M,2008	5 u	: 	7 	9 u	4 	: u	2 	: u	: c	: u	18 	: u	: u	7 u	10 	26 	8 u
T,Y15-74,OTH,NEU_NHDI,2008	: 	: 	: c	: 	: 	: 	: c	: 	: c	: c	16 	: c	: c	: c	14 u	: u	: 
T,Y15-74,OTH,NRP,2008	: 	15 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	9 u	: 	: c	: c
T,Y15-74,WRK_JOB,EU27_FOR,2008	21 	: 	15 	5 	11 	13 	15 	19 	: c	37 	18 	16 	: u	19 	22 	16 	36 
T,Y15-74,WRK_JOB,FOR,2008	13 	13 	17 	5 	11 	8 	14 	30 	21 u	34 	9 	9 	8 	9 	14 	8 	27 
T,Y15-74,WRK_JOB,NEU_HDI_H,2008	7 	: 	21 	5 	11 	6 u	12 	28 	22 u	20 	8 	6 	12 	4 	12 	: u	14 
T,Y15-74,WRK_JOB,NEU_HDI_L,2008	: u	: 	10 	10 u	8 	: u	14 	: c	: 	: u	: u	: 	: u	: c	5 	: u	11 u
T,Y15-74,WRK_JOB,NEU_HDI_M,2008	6 u	: 	31 	9 u	9 	9 u	15 	63 	: 	: u	6 	11 u	11 	: u	17 	: u	21 
T,Y15-74,WRK_JOB,NEU_NHDI,2008	: c	: 	: c	: 	: 	: 	: u	: 	: c	: c	3 u	: c	: 	: 	: c	: c	: c
T,Y15-74,WRK_JOB,NRP,2008	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	8 u	: 	: u	: c
T,Y15-74,WRK_NJOB,EU27_FOR,2008	11 	: 	40 	46 	39 	26 	39 	19 	: c	9 	6 	17 	27 	11 	34 	10 	15 
T,Y15-74,WRK_NJOB,FOR,2008	13 	9 	33 	56 	45 	19 	44 	21 	: u	9 	8 	24 	32 	6 	17 	7 	15 
T,Y15-74,WRK_NJOB,NEU_HDI_H,2008	13 	: 	17 	57 	45 	17 	43 	32 	: u	: u	6 	31 	44 	4 	9 	5 u	17 
T,Y15-74,WRK_NJOB,NEU_HDI_L,2008	: u	: 	10 	71 	55 	16 u	52 	12 u	: 	: c	5 u	23 u	19 	: c	8 	: u	8 u
T,Y15-74,WRK_NJOB,NEU_HDI_M,2008	21 	: 	14 	60 	51 	15 u	49 	10 	: c	17 u	11 	16 u	34 	: u	11 	: u	8 u
T,Y15-74,WRK_NJOB,NEU_NHDI,2008	: 	: 	: c	: 	: 	: 	64 	: 	: 	: 	13 	: u	: 	: 	: c	: u	: 
T,Y15-74,WRK_NJOB,NRP,2008	: 	9 	: 	55 u	: 	: c	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
T,Y25-54,EDUC,EU27_FOR,2008	5 u	: 	3 	3 u	2 	: u	4 	: 	: 	: u	6 	12 	: c	7 	15 	9 u	5 
T,Y25-54,EDUC,FOR,2008	7 	6 	7 	1 u	3 	14 	3 	4 	: u	1 u	7 	8 	4 	4 	18 	6 	5 
T,Y25-54,EDUC,NEU_HDI_H,2008	7 u	: 	12 	: u	3 	12 u	3 	2 u	: u	: c	3 	5 	: u	3 u	23 	7 u	5 
T,Y25-54,EDUC,NEU_HDI_L,2008	16 u	: 	13 	: c	4 u	22 u	4 	48 	: 	: c	3 u	: u	: u	: u	18 	: u	10 u
T,Y25-54,EDUC,NEU_HDI_M,2008	8 u	: 	19 	: 	3 	19 u	2 u	4 u	: 	: 	7 	16 u	: u	: u	15 	: c	13 u
T,Y25-54,EDUC,NEU_NHDI,2008	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	35 	: u	: 	: 	: u	: 	: c
T,Y25-54,EDUC,NRP,2008	: 	6 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
T,Y25-54,FAM,EU27_FOR,2008	44 	: 	23 	24 	26 	43 	33 	45 	: u	36 	50 	33 	48 	55 	18 	58 	29 
T,Y25-54,FAM,FOR,2008	46 	46 	24 	20 	27 	51 	31 	28 	33 u	38 	51 	39 	37 	50 	32 	54 	37 
T,Y25-54,FAM,NEU_HDI_H,2008	45 	: 	28 	19 	28 	56 	34 	23 	32 u	50 	60 	45 	33 	51 	31 	57 	45 
T,Y25-54,FAM,NEU_HDI_L,2008	30 	: 	24 	18 u	25 	48 	26 	: u	: 	28 u	26 	: u	41 	50 	46 	67 	40 
T,Y25-54,FAM,NEU_HDI_M,2008	60 	: 	23 	14 u	27 	55 	28 	11 	: c	52 	55 	39 	33 	46 	37 	46 	47 
T,Y25-54,FAM,NEU_NHDI,2008	: 	: 	: c	: 	: c	: 	22 u	: c	: 	: u	19 	38 u	: 	: u	22 u	: u	: u
T,Y25-54,FAM,NRP,2008	: 	46 	: 	: c	: 	: c	: 	: 	: 	: 	: u	: 	: 	39 	: 	52 u	: 
T,Y25-54,INTPRO,EU27_FOR,2008	: u	: 	0 u	: u	: 	: u	: 	: 	: 	3 	: c	6 	: 	: u	: u	: 	: u
T,Y25-54,INTPRO,FOR,2008	11 	15 	3 	7 	0 	4 u	0 u	5 	: 	4 	14 	13 	: u	28 	7 	18 	5 
T,Y25-54,INTPRO,NEU_HDI_H,2008	23 	: 	4 u	9 	0 u	: u	: u	7 	: 	13 u	17 	15 	: 	32 	8 	20 	9 
T,Y25-54,INTPRO,NEU_HDI_L,2008	35 	: 	28 	: c	: c	: u	: u	25 u	: 	: c	53 	45 	: u	39 	11 	21 u	21 
T,Y25-54,INTPRO,NEU_HDI_M,2008	: u	: 	: u	: u	: c	: c	: c	7 u	: 	: c	9 	: u	: c	40 	6 	25 	4 u
T,Y25-54,INTPRO,NEU_NHDI,2008	: c	: 	: u	: 	: c	: 	: 	: 	: 	: u	13 	31 u	: 	: u	46 	64 	: u
T,Y25-54,INTPRO,NRP,2008	: 	15 	: 	: u	: 	: c	: 	: 	: 	: 	: c	: 	: 	50 	: 	: 	: 
T,Y25-54,OTH,EU27_FOR,2008	16 	: 	16 	15 	16 	14 u	4 	11 	: u	13 	17 	10 	: u	13 	10 	11 u	14 
T,Y25-54,OTH,FOR,2008	11 	15 	15 	8 	9 	8 	3 	6 	40 u	13 	13 	6 	12 	9 	12 	13 	13 
T,Y25-54,OTH,NEU_HDI_H,2008	9 	: 	16 	7 	8 	: u	4 	4 u	41 u	11 u	9 	3 u	7 	8 	16 	12 	13 
T,Y25-54,OTH,NEU_HDI_L,2008	11 u	: 	11 	: c	5 u	: u	: u	: c	: 	22 u	10 	: c	20 	: u	11 	: u	11 u
T,Y25-54,OTH,NEU_HDI_M,2008	6 u	: 	7 	: u	4 	: u	2 	: c	: c	: u	16 	: u	: u	7 u	11 	22 	8 u
T,Y25-54,OTH,NEU_NHDI,2008	: 	: 	: c	: 	: 	: 	: c	: 	: c	: c	17 	: c	: 	: c	16 u	: u	: 
T,Y25-54,OTH,NRP,2008	: 	15 	: 	: u	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: 	: c	: 
T,Y25-54,WRK_JOB,EU27_FOR,2008	23 	: 	17 	6 	11 	16 u	16 	23 	: c	39 	20 	19 	: u	15 	24 	11 u	39 
T,Y25-54,WRK_JOB,FOR,2008	12 	11 	19 	5 	11 	7 	14 	35 	19 u	35 	8 	10 	9 	6 	16 	4 	26 
T,Y25-54,WRK_JOB,NEU_HDI_H,2008	5 u	: 	23 	5 	12 	: u	12 	30 	21 u	18 	6 	5 	11 	4 	13 	: u	12 
T,Y25-54,WRK_JOB,NEU_HDI_L,2008	: u	: 	11 	11 u	7 u	: u	13 	: c	: 	: u	: u	: 	: u	: c	5 	: c	10 u
T,Y25-54,WRK_JOB,NEU_HDI_M,2008	: u	: 	34 	10 u	10 	: u	16 	68 	: 	: u	4 	: u	: u	: u	20 	: c	21 
T,Y25-54,WRK_JOB,NEU_NHDI,2008	: 	: 	: c	: 	: 	: 	: c	: 	: 	: c	: c	: c	: 	: 	: c	: c	: c
T,Y25-54,WRK_JOB,NRP,2008	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 	: u	: c
T,Y25-54,WRK_NJOB,EU27_FOR,2008	11 	: 	40 	50 	45 	22 	44 	21 	: c	9 	6 	20 	30 	7 	33 	10 u	13 
T,Y25-54,WRK_NJOB,FOR,2008	12 	8 	33 	59 	50 	17 	48 	22 	: u	9 	8 	24 	37 	3 	16 	6 	14 
T,Y25-54,WRK_NJOB,NEU_HDI_H,2008	11 	: 	17 	60 	48 	15 	47 	34 	: u	: u	6 	27 	48 	: u	9 	: u	17 
T,Y25-54,WRK_NJOB,NEU_HDI_L,2008	: u	: 	12 	67 	56 	14 u	54 	: u	: 	: c	6 u	28 u	25 	: c	8 	: u	9 u
T,Y25-54,WRK_NJOB,NEU_HDI_M,2008	20 	: 	15 	67 	56 	14 u	52 	9 u	: c	18 u	10 	16 u	38 	: u	11 	: u	8 u
T,Y25-54,WRK_NJOB,NEU_NHDI,2008	: 	: 	: c	: 	: 	: 	72 	: 	: 	: 	14 	: u	: 	: 	: c	: c	: 
T,Y25-54,WRK_NJOB,NRP,2008	: 	8 	: 	51 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
T,Y55-74,EDUC,EU27_FOR,2008	: c	: 	: u	: c	: 	: u	4 u	: 	: 	: c	: u	: u	: c	6 	10 u	: 	4 
T,Y55-74,EDUC,FOR,2008	4 u	: u	: u	: c	2 	4 u	4 	: 	: c	: c	5 	4 u	: u	5 	15 	: 	4 
T,Y55-74,EDUC,NEU_HDI_H,2008	: u	: 	: u	: 	3 u	: u	: u	: 	: c	: 	: c	: u	: c	: u	20 	: 	4 u
T,Y55-74,EDUC,NEU_HDI_L,2008	: u	: 	: c	: 	: 	: u	: c	: 	: 	: 	: 	: c	: c	: c	16 	: 	: c
T,Y55-74,EDUC,NEU_HDI_M,2008	: u	: 	: u	: 	4 u	: u	: u	: 	: 	: 	9 	: u	: c	: c	15 	: 	22 u
T,Y55-74,EDUC,NEU_NHDI,2008	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	18 u	: c	: 	: 	: 	: 	: 
T,Y55-74,EDUC,NRP,2008	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,Y55-74,FAM,EU27_FOR,2008	48 	: 	44 	40 	19 	37 	64 	25 	: c	42 	57 	47 	: u	31 	29 	65 	26 
T,Y55-74,FAM,FOR,2008	45 	37 	44 	23 	31 	39 	48 	30 	30 u	42 	42 	34 	48 	36 	37 	57 	26 
T,Y55-74,FAM,NEU_HDI_H,2008	39 	: 	48 u	17 	46 	40 	45 	29 u	28 u	46 u	39 	23 	: u	42 	35 	36 	27 
T,Y55-74,FAM,NEU_HDI_L,2008	: u	: 	: u	: 	: c	: u	26 u	: c	: 	: c	31 u	: c	42 	: c	40 	: c	: u
T,Y55-74,FAM,NEU_HDI_M,2008	46 	: 	: u	: u	38 	43 u	31 	74 u	: c	: u	34 	: u	: u	43 u	45 	: c	26 u
T,Y55-74,FAM,NEU_NHDI,2008	: 	: 	: c	: 	: c	: 	: c	: 	: 	: 	32 u	: c	: c	: c	: c	: c	: 
T,Y55-74,FAM,NRP,2008	: 	37 	: 	: 	: 	: c	: 	: 	: 	: 	: c	: 	: 	46 	: 	: 	: c
T,Y55-74,INTPRO,EU27_FOR,2008	: u	: 	: c	: c	: c	: u	: c	: c	: 	: u	3 u	8 u	: 	4 u	: c	: c	2 u
T,Y55-74,INTPRO,FOR,2008	3 u	14 	: u	12 	: c	: u	: u	: c	: c	: u	8 	9 	: u	14 	4 	7 	3 
T,Y55-74,INTPRO,NEU_HDI_H,2008	: u	: 	: 	15 	: c	: u	: c	: 	: c	: c	15 	8 u	: 	29 	: u	25 u	5 u
T,Y55-74,INTPRO,NEU_HDI_L,2008	: c	: 	: c	: 	: 	: u	: c	: 	: 	: 	53 u	: c	: u	: u	9 u	: c	: u
T,Y55-74,INTPRO,NEU_HDI_M,2008	: 	: 	: c	: c	: 	: u	: u	: 	: 	: 	6 	: 	: c	: u	: u	50 u	: u
T,Y55-74,INTPRO,NEU_NHDI,2008	: 	: 	: c	: 	: c	: 	: c	: 	: 	: 	: u	: c	: 	: c	: c	: c	: 
T,Y55-74,INTPRO,NRP,2008	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 u	: 	: 	: 
T,Y55-74,OTH,EU27_FOR,2008	19 	: 	40 	17 u	55 	19 u	8 u	56 	: c	11 	21 	18 	: u	22 	16 	8 	19 
T,Y55-74,OTH,FOR,2008	15 	16 	38 	18 	34 	18 	8 	44 	41 u	12 	21 	10 	29 	17 	16 	11 	18 
T,Y55-74,OTH,NEU_HDI_H,2008	: u	: 	31 u	17 	12 	20 u	12 	: u	41 u	: u	15 	: u	: u	12 	17 	22 u	17 
T,Y55-74,OTH,NEU_HDI_L,2008	: u	: 	: u	: c	: 	: u	: c	: 	: 	: c	: c	: 	38 	: c	19 	: 	: c
T,Y55-74,OTH,NEU_HDI_M,2008	: u	: 	: u	: u	15 	: u	: u	: c	: 	: c	25 	: 	: c	: c	14 	: c	: u
T,Y55-74,OTH,NEU_NHDI,2008	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 u	: 	: c	: 	: c	: 	: 
T,Y55-74,OTH,NRP,2008	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: u	: 	: 	: c
T,Y55-74,WRK_JOB,EU27_FOR,2008	19 	: 	9 	: c	12 	11 u	11 	10 u	: 	35 	15 	9 u	: c	22 	19 	19 	32 
T,Y55-74,WRK_JOB,FOR,2008	17 	20 	9 	5 u	12 	11 	14 	13 	24 u	34 	13 	10 	: u	16 	12 	15 	31 
T,Y55-74,WRK_JOB,NEU_HDI_H,2008	17 u	: 	: u	: u	14 	: u	14 	20 u	24 u	30 u	20 	11 u	: u	: u	10 u	: c	25 
T,Y55-74,WRK_JOB,NEU_HDI_L,2008	: 	: 	: c	: c	: 	: u	24 u	: 	: 	: c	: c	: 	: u	: 	: u	: c	: u
T,Y55-74,WRK_JOB,NEU_HDI_M,2008	: u	: 	: u	: c	8 u	: u	19 u	: c	: 	: c	11 	: c	: c	: c	13 u	: c	23 u
T,Y55-74,WRK_JOB,NEU_NHDI,2008	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	12 u	: 	: 	: 	: 	: 	: 
T,Y55-74,WRK_JOB,NRP,2008	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 u	: 	: c	: 
T,Y55-74,WRK_NJOB,EU27_FOR,2008	12 	: 	6 	33 u	13 	31 	11 	7 u	: 	10 	4 u	12 u	: u	14 	24 	8 	17 
T,Y55-74,WRK_NJOB,FOR,2008	16 	11 	6 	42 	20 	24 	24 	12 	: u	9 	11 	33 	: u	12 	15 	9 	17 
T,Y55-74,WRK_NJOB,NEU_HDI_H,2008	23 u	: 	: c	46 	26 	19 u	27 	38 u	: u	: c	9 u	53 	: u	9 u	13 u	: c	22 
T,Y55-74,WRK_NJOB,NEU_HDI_L,2008	: c	: 	: c	: c	: 	: u	43 u	: 	: 	: 	: c	: c	: u	: c	10 u	: c	: c
T,Y55-74,WRK_NJOB,NEU_HDI_M,2008	31 	: 	: c	: u	35 	: u	37 	: 	: 	: u	16 	: u	: u	: c	12 u	: c	: u
T,Y55-74,WRK_NJOB,NEU_NHDI,2008	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	14 u	: u	: 	: 	: 	: c	: 
T,Y55-74,WRK_NJOB,NRP,2008	: 	11 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
